gene,pooled_rho
ZDBF2,-0.2131340383303426
KLF7,-0.1548016220437909
IKZF2,-0.1356577148435522
RPL37A,-0.2056401633669881
ARPC2,0.1219083273959263
TMBIM1,0.1231129901316117
WNT10A,0.3187786352434396
CNPPD1,0.2047968981711977
EPHA4,-0.1706159716372394
SERPINE2,-0.4516103343940699
CUL3,-0.1655654052800616
TRIP12,-0.1399537057918625
SP110,-0.1177032836862821
NCL,-0.1810682381963616
GIGYF2,-0.1334101214790353
INPP5D,-0.1455948585275913
DGKD,-0.2055749816546703
MTERF4,-0.2400255989380867
IL5RA,0.1155327962365864
BHLHE40,0.1495557736832913
SETD5,-0.1459747222091901
BRK1,0.1469009373219627
VHL,-0.1958737570353001
NUP210,-0.1011647693990255
NR2C2,-0.1174354013483241
MRPS25,-0.1857161846436325
CAPN7,-0.1461813825438196
SH3BP5,0.2456992210480627
COLQ,-0.10976912072655
BTD,0.2220267267623593
DPH3,0.1531101095781392
OXNAD1,-0.2627630873407995
PLCL2,-0.120729300108842
SATB1,-0.3875027690120741
RAB5A,-0.1009177707979211
UBE2E2,-0.3525211775307557
TOP2B,-0.1309627253918979
RBMS3,-0.1124737213379362
TGFBR2,-0.3823681629436938
CMTM6,0.1340672913549698
GLB1,0.1379265535514171
CTDSPL,-0.1408359653485046
PLCD1,0.1266792845154957
SS18L2,0.1808071987316939
HIGD1A,0.1565759785573264
SNRK,-0.2510627019852337
CCDC12,-0.1288959813821786
SETD2,-0.1751792411417566
SMARCC1,-0.1378726044594041
TMA7,0.1215498710860564
UQCRC1,0.1450022552048285
ARIH2,-0.1250936521005722
IMPDH2,-0.1009837588215311
QRICH1,-0.1674829682877019
RBM5,-0.1709650336293845
CISH,0.1942003801394818
MAPKAPK3,0.1602706880208358
MANF,0.2230466718260108
TEX264,0.2178147938667496
PCBP4,0.2483719050687827
ABHD14A,0.2570518562812932
RPL29,-0.1350611086277102
TWF2,0.1465441164390308
WDR82,-0.170237567830716
GNL3,-0.1642017588292945
SPCS1,0.2407477108543191
TKT,-0.2116282675384045
DENND6A,-0.1589570703002845
SLMAP,-0.1313678309085353
FLNB,-0.409095663406714
ATXN7,-0.1700366746047557
ARL6IP5,0.3062748384594712
FRMD4B,0.2307547193809691
FOXP1,-0.2421369744268655
RYBP,-0.197507834727875
CHMP2B,0.147502731186983
CLDND1,0.1614096939822716
SENP7,-0.2145961428696116
ZBTB11,-0.1262511793228724
RPL24,-0.1122149148788722
CBLB,-0.122544098295344
GCSAM,0.1045695238320529
SIDT1,-0.1657436854863037
TIGIT,0.2247624120801163
ZBTB20,-0.1351928376167673
COX17,0.2192838778038401
NDUFB4,0.1500070300597299
ZNF148,-0.1279447703557576
RAB43,-0.1516583536778313
CNBP,0.1769687583705015
PLXND1,-0.1210175019578917
RYK,-0.1368798870348609
MSL2,-0.1705671266526686
STAG1,-0.1184701311155812
SLC25A36,-0.1494692455745961
PXYLP1,-0.2498021856766485
RASA2,-0.2926466893418719
TFDP2,-0.3213186341386923
XRN1,-0.1146674394619158
ATR,-0.1188756938323476
U2SURP,-0.128124200373713
PLSCR1,-0.1485627625241756
GYG1,0.2201035537951226
TSC22D2,-0.1617642980506188
EIF2A,-0.1408659208461935
GPR171,0.1666116621550895
DHX36,-0.158331032181819
MLF1,0.1931183843548713
SMC4,-0.1372982357386695
KPNA4,-0.1890289417779141
GPR160,-0.1843623779878249
PHC3,-0.1922013772898094
SKIL,-0.1764934208944662
TNIK,-0.1513744948273608
TNFSF10,0.1127363894161093
TBL1XR1,-0.1532338058499666
PIK3CA,-0.1664583407238956
NDUFB5,0.1976617672049402
TTC14,-0.1676698253231882
ATP11B,-0.1230834025314127
LAMP3,-0.1116437275655199
KLHL6,-0.245582367982242
KLHL24,-0.1754156599650253
AP2M1,0.1338059803835824
EIF4G1,-0.1301258702385234
VPS8,-0.2292419634403205
RPL39L,0.1741610704982318
TPRG1,0.1403931467355097
CCDC50,-0.1251829796915881
MB21D2,0.2803935107728122
ACAP2,-0.138091675536333
PPP1R2,-0.1358949739379571
UBXN7,-0.1555216485775558
DLG1,-0.1200453787684877
BDH1,-0.1407886559306401
FYTTD1,-0.2132044169229049
ZNF141,-0.1634059205936507
SLBP,0.1347662378961813
ZFYVE28,0.1900647224672703
ADD1,-0.114219919332826
MFSD10,0.2823053546113009
LRPAP1,0.1714466217108411
JAKMIP1,0.2253606002197486
CD38,-0.242111471880395
SEL1L3,0.130127320734167
RBPJ,0.1194851865005908
STIM2,-0.1516937460011946
ARAP2,-0.1178165992039009
RELL1,-0.1432552272450434
KLF3,-0.2275978701365592
